"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"100","173.81950531237442","167.1314864414216","4.905355572343165","-0.3084392241160231","0.014799999999999924","0.0174","0.012199999999999989","1300","0.0001512673882637458","0","0.0001512673882637458","0.0001512673882637458","100_99:0.02373165097532065;100_110:0.007943928957069829","100_99:660;100_110:660","true"
"101","138.5189301111393","213.10492704432133","5.0653597605989376","-0.3063331480679172","0.018199999999999994","0.008600000000000052","0.0278","1300","0.0002307434099010884","0","0.0002307434099010884","0.0002307434099010884","101_102:0.007475992204653337;101_100:0.009565950355959585","101_102:660;101_100:660","true"
"102","236.3529709919808","138.63960578839848","4.809844386479354","-0.30996470519230634","0.040000000000000036","0.03600000000000003","0.044","1300","0.0002509057774784526","0","0.0002509057774784526","0.0002509057774784526","102_103:0.00855148356719937","102_103:660","true"
"103","287.33554051895527","90.53125527810609","4.933467696589987","-0.30764620230723944","0.006699999999999928","0.006199999999999983","0.0072","1300","0.00022065671461022135","0","0.00022065671461022135","0.00022065671461022135","","","true"
"104","171.29949941647598","184.9774585199096","4.765569957701215","-0.31046094866074025","0.01200000000000001","0.01319999999999999","0.0108","1300","0.00035193950904991827","0","0.00035193950904991827","0.00035193950904991827","104_103:0.007610664405657358","104_103:660","true"
"105","172.4696652822295","36.254024587930175","4.982215131728165","-0.30759736332542964","0.007200000000000095","0.00880000000000003","0.0056","1300","0.001466327871595202","0","0.001466327871595202","0.001466327871595202","105_106:0.006625274789364227;105_104:0.014713467898790689","105_106:660;105_104:660","true"
"106","196.5708389165364","188.85606573311472","4.878213049570025","-0.309312950580174","0.026599999999999957","0.029","0.0242","1300","0.00024652181003562195","0","0.00024652181003562195","0.00024652181003562195","","","true"
"107","250.27189487655312","51.29946081203538","4.916024497767335","-0.3080022405881546","0.01869999999999994","0.018199999999999994","0.0192","1300","0.00027383861189748823","0","0.00027383861189748823","0.00027383861189748823","107_106:0.008491767189224342","107_106:660","true"
"108","77.5208215455736","76.35911275128989","5.056238427998427","-0.3060067460745893","0.024599999999999955","0.02059999999999995","0.0286","1300","0.00033164546499190765","0","0.00033164546499190765","0.00033164546499190765","108_107:0.00743296887320169;108_112:0.008558114592196991","108_107:660;108_112:660","true"
"109","117.66011284593867","99.51244524704134","4.984989298451822","-0.3071158019842663","0.021600000000000064","0.020399999999999974","0.0228","1300","0.0003982665552937892","0","0.0003982665552937892","0.0003982665552937892","109_96:0.013314836668961993","109_96:660","true"
